Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,Pens S,Pen/R,Shot/90,Shot %,ShT/90,xG,Asts/90,Ps C/90,Pas %,K Ps/90,Pr Passes,CCC,Cr A,Cr C/A,Tck/90,Tck R,Pres A,Pres C,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Wage,Preferred Foot,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,Con/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Philipp Ziereis,D (RC),31,GER,"6'2""",87 kg,Fairly Determined,LASK,£180K - £1.8M,6.87,0,0,-,0.4,0%,0,0.32,0.1,34.7,83%,0.1,18,1,1,-,1.7,94%,21,6,1,0.4,7,8,4,2.5,63%,0,0.3,5,6.6km,0,0,0,10,900,4,1,0,90,0,40,0,66.4km,3,25,4,1,418,347,18,17,30/6/2024,"£4,300 p/w",Right,0.6,0.2,0.08,3.4,7.6,2.4,2.1,0.6,1.8,0.05,2,-,-,-,0.1,-,-,1,-,-,-,-,-,0.03,-,0.32,Austrian Premier Division,Leader,Centre-back,Level-headed,0,0.1,0.7,0.1,0,0,1.5,0.1,0%,0.1,0,41.8,0.8,0.2,0.03,-,Inj,- - -
André Hoffmann,"D (C), DM",31,GER,"6'3""",84 kg,Resolute,Düsseldorf,£65K - £650K,6.78,0,0,-,0.19,0%,0,0.32,-,48.1,90%,0.09,35,0,0,-,1.32,100%,29,9,0,1.5,7,11,6.86,4.42,64%,0,0.09,4,11.2km,3,0,1,12,958,2,0,0,79.83,0,73,0,119.6km,1,47,16,1,566,512,14,14,30/6/2024,"£10,750 p/w",Right,1.13,0.38,0.16,5.17,16.35,3.57,2.72,0.85,3.29,0.04,4,-,-,-,0.09,-,-,1,-,-,-,-,-,0.03,-,0.32,Bundesliga 2,Leader,Centre-back,Level-headed,0,-,0.66,0,0,0,2.44,0,-,0,0,53.17,0.38,0,0.03,-,Inj,- - -
Jonas Föhrenbach,D/WB (L),28,GER,"6'0""",81 kg,Fairly Sporting,Heidenheim,£1.5M - £3M,6.77,0,0,-,0.17,0%,0,0.19,-,42.87,88%,1.08,77,3,35,14%,3,84%,111,30,0,1.84,15,14,6.09,4.25,70%,0,1.17,15,12.8km,1,0,1,12,"1,079",2,0,0,89.92,0,73,5,153.2km,14,51,22,13,585,514,43,36,30/6/2026,"£11,500 p/w",Left,0.83,0.5,0.1,17.52,10.59,13.35,9.26,2.5,6.42,0.19,6,-,-,-,1.08,-,-,13,-,-,-,-,-,0.02,-,0.19,Bundesliga,Physical,Full-back,Level-headed,0,0.25,1.25,2.92,0.42,0,1.84,0,14%,2.92,0.42,48.8,0.42,0,0.02,-,,- - -
Paweł Bochniewicz,D (C),28,POL,"6'4""",85 kg,Resolute,sc Heerenveen,£110K - £1.1M,6.93,0,0,-,0.32,0%,0,1.02,-,52.96,91%,0.08,36,1,3,-,0.97,67%,41,12,2,1.78,10,7,7.2,6.39,89%,0,0.08,5,11.2km,0,0,0,13,"1,113",4,0,0,85.62,0,89,0,139.0km,1,79,22,1,716,655,18,12,30/6/2025,"£2,800 p/w",Left,0.97,0.24,0.26,5.5,15.85,3.07,3.32,0.97,2.91,0.02,3,-,-,-,0.08,-,-,1,-,-,-,-,-,0.08,-,1.02,Eredivisie,Physical,Centre-back,Reserved,0,0.08,0.81,0.24,0,0,0.81,0.16,0%,0.24,0,57.9,0.97,0.08,0.08,-,,- - -
Phil Neumann,"D (RC), WB (R)",27,GER,"6'4""",91 kg,Resolute,Hannover,£250K - £2.5M,6.94,0,0,-,0.27,0%,0,0.32,-,48.87,92%,0.07,57,2,4,25%,1.27,83%,44,18,3,1.47,19,15,8,5.67,71%,0,0.2,5,11.5km,3,0,0,15,"1,350",4,0,0,90,0,120,1,173.1km,3,85,22,1,794,733,23,19,30/6/2026,"£9,500 p/w",Right Only,1,0.2,0.08,5.6,19.2,2.27,2.93,1.2,3.8,0.04,3,-,-,-,0.07,-,-,1,-,-,-,-,-,0.02,-,0.32,Bundesliga 2,Physical,Powerful centre-back,Media-friendly,0,0.13,1.27,0.27,0.07,0,2.33,0.2,25%,0.27,0.07,52.93,0.8,0.07,0.02,-,,- - -
Carlos Nieto,D/WB (L),28,ESP,"5'10""",74 kg,Fairly Professional,Zaragoza,£475K - £1.4M,6.94,0,0,-,0.07,0%,0,0.03,0.15,38.59,83%,0.66,79,3,31,16%,3.22,94%,129,31,3,2.93,16,14,3.66,1.9,52%,0,1.9,19,13.3km,0,0,0,14,"1,229",1,2,0,87.79,0,50,5,182.0km,26,26,40,9,638,527,47,44,30/6/2024,"£3,700 p/w",Left,0.07,1.1,0.03,18.23,10.03,15.31,9.45,2.27,5.79,0.24,15,-,-,-,0.66,-,-,9,-,-,-,-,-,0,-,0.03,Spanish Second Division,Physical,Full-back,Reserved,0,0.22,1.17,2.27,0.37,1,1.76,0.22,16%,2.27,0.37,46.72,0.51,0.07,0,-,,- - -
Edoardo Duca,M/AM (C),27,ITA,"5'10""",68 kg,Balanced,Modena,£220K,6.76,0,0,-,2.17,44%,0.96,1.46,-,27.67,84%,0.96,6,0,19,-,1.68,88%,46,8,0,1.2,1,6,5.78,0.96,17%,0,1.2,3,12.7km,1,0,1,0 (10),374,9,0,0,37.4,4,24,1,52.6km,5,4,5,4,137,115,8,7,30/6/2024,"£4,700 p/w",Right,0,0.24,0.16,12.51,8.66,20.94,11.07,1.93,1.44,0.01,1,-,-,-,0.96,-,-,4,-,-,-,-,-,0.35,-,1.46,Italian Serie B,Technical,Midfielder,Media-friendly,0,-,0.24,4.57,0.24,0,4.81,0,5%,0.72,0,32.97,0,0.24,0.35,-,Wnt,- - -
Stephen Kingsley,"D (LC), WB (L)",30,SCO,"5'10""",68 kg,Spirited,Hearts,£60K - £600K,6.89,0,0,-,0.11,0%,0,0.1,0.16,41.98,90%,2.05,102,6,44,9%,2.86,88%,180,45,3,2.27,25,31,5.56,3.13,56%,0,0.54,18,11.8km,8,1,3,19,"1,668",2,3,0,87.79,0,103,4,219.0km,10,58,42,38,869,778,60,53,31/5/2026,"£3,000 p/w",Left Only,0.81,0.59,0.05,13.27,13.49,14.46,9.71,2.43,5.5,0.09,11,-,-,-,1.19,-,-,22,-,-,-,-,-,0.01,-,0.1,cinch Premiership,Leader,Full-back,Unflappable,1,0.32,1.35,2.37,0.22,0,2.43,0.16,9%,2.37,0.22,46.89,0.65,0.05,0.01,-,,- - -
Rhys Oates,"M (RL), AM (RLC), ST (C)",29,ENG,"6'0""",74 kg,Balanced,Mansfield,£12K - £120K,7.02,1,0,-,2.26,57%,1.29,0.74,-,20.32,88%,1.29,4,1,3,33%,0.97,100%,22,3,0,0.65,3,1,11.61,4.19,36%,0,0.65,11,11.8km,0,0,1,2 (3),279,7,0,0,55.8,4,36,1,36.7km,2,13,2,4,72,63,3,3,30/6/2024,"£2,500 p/w",Right,0.32,-,0.11,6.13,2.9,16.13,7.1,0.97,1.29,0.05,0,-,-,14%,1.29,-,-,4,-,-,-,-,-,0.24,-,0.74,Sky Bet League One,Physical,Striker,Level-headed,0,0.32,0.97,0.97,0.32,1,7.42,0,33%,0.97,0.32,23.23,0,0.97,0.24,-,,- - -
Ángel Algobia,"DM, M (C)",25,ESP,"5'11""",78 kg,Balanced,Levante,£120K - £1.2M,6.75,0,0,-,0.31,0%,0,0.14,-,44.69,89%,1.25,23,1,3,33%,2.97,76%,72,20,1,1.56,8,5,3.44,2.5,73%,0,0.16,0,12.9km,2,0,1,7 (3),576,2,0,0,57.6,0,22,1,82.8km,1,16,10,8,323,286,25,19,30/6/2024,"£2,600 p/w",Right,0.16,0.47,0.07,11.72,12.34,5.78,11.25,3.12,3.59,0.04,3,-,-,-,1.25,-,-,8,-,-,-,-,-,0.02,-,0.14,Spanish Second Division,Physical,Midfielder,Level-headed,0,0.16,1.25,0.47,0.16,0,0.94,0.16,33%,0.47,0.16,50.47,0,0.16,0.02,-,,- - -
Harvey Davies,GK,21,ENG,"6'3""",80 kg,Balanced,Liverpool,£95K - £950K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2027,"£15,750 p/w",Left Only,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,English Premier Division,Assertive,Young goalkeeper,Media-friendly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- - -
Junior Morais,D (L),38,BRA,"5'9""",77 kg,Balanced,Metaloglobus Bucureşti,£20K - £60K,7.14,0,0,-,0.29,0%,0,0.51,0.29,13.79,69%,-,0,0,0,-,1.71,92%,0,0,0,-,0,13,-,-,-,0,-,19,0.0km,0,0,0,14,"1,260",4,4,0,90,0,0,0,0.0km,0,-,0,0,280,193,26,24,30/6/2024,"£8,500 p/w",Left,0,-,0.13,0,0,0,0,0,0,0,0,-,-,-,0,-,-,0,-,-,-,-,-,0.04,-,0.51,Romanian Second League,Technical,Veteran full-back,Level-headed,0,-,0,0,0,0,-,0,-,0,0,20,0,0,0.04,-,,- - -
Max Alleyne,D (C),19,ENG,"6'1""",77 kg,Fairly Loyal,Man City,£130K - £1.3M,-,0,0,-,-,-,-,0,-,-,100%,-,0,0,0,-,-,-,0,0,0,-,0,0,-,-,0%,0,-,0,-,0,0,0,0 (1),9,0,0,0,9,-,1,0,2.1km,0,0,0,0,12,12,0,-,30/6/2024,"£3,000 p/w",Right,-,-,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0,English Premier Division,Physical,Centre-back,Level-headed,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,Wnt,- - -
Warmed Omari,"D (C), DM",24,FRA,"6'1""",73 kg,Balanced,OL,£11M - £13M,6.83,0,0,-,0.27,0%,0,0.1,0.07,60.13,92%,0.47,81,2,4,50%,1.27,79%,51,17,6,1.67,13,8,6.33,4.73,75%,0,0.33,3,11.6km,0,0,0,15,"1,350",4,1,0,90,0,95,2,174.0km,5,71,25,7,985,902,24,19,30/6/2026,"£16,750 p/w",Right,0.67,0.53,0.03,5.2,16.73,4.2,3.4,1.13,5.4,0.05,8,-,-,-,0.47,-,-,7,-,-,-,-,-,0.01,-,0.1,Ligue 1 Uber Eats,Technical,Centre-back,Media-friendly,1,0.13,0.87,0.27,0.13,0,1.6,0.4,50%,0.27,0.13,65.67,0.33,0.27,0.01,-,,- - -
Patrick Erras,"D (C), DM, M (C)",29,GER,"6'5""",85 kg,Spirited,Kiel,£1.6M - £3.4M,6.94,0,0,-,0.49,0%,0,0.43,0.08,48.28,92%,0.25,32,0,1,-,1.15,74%,55,23,2,0.99,15,12,8.21,6.41,78%,0,0.16,4,11.6km,3,0,0,12,"1,096",6,1,0,91.33,0,100,0,141.8km,2,78,12,3,639,588,19,14,30/6/2025,"£6,500 p/w",Right,1.64,0.57,0.07,6.08,13.63,3.53,4.52,1.89,2.63,0.01,7,-,-,-,0.25,-,-,3,-,-,-,-,-,0.04,-,0.43,Bundesliga,Physical,Centre-back,"Evasive, Reserved",0,-,1.23,0.08,0,0,1.81,0.16,0%,0.08,0,52.47,0.9,0.25,0.04,-,,- - -
Lukas Görtler,"DM, M (C)",30,GER,"6'1""",80 kg,Resolute,St. Gallen,£180K - £6.2M,6.89,0,0,-,0.85,0%,0,1.39,0.07,35.52,85%,0.56,45,4,3,-,1.9,69%,98,22,0,0.56,4,26,3.17,2.11,67%,0,0.63,13,8.1km,2,1,0,15,"1,277",12,1,0,85.13,0,45,0,114.7km,9,30,8,8,592,504,39,27,30/6/2027,"£6,250 p/w",Right,0.56,0.07,0.12,7.19,10.22,3.66,6.91,1.55,3.17,0.14,1,-,-,-,0.56,-,-,8,-,-,-,-,-,0.1,-,1.39,Swiss Super League,Leader,Tireless midfielder,Outspoken,0,0.28,0.28,0.21,0,0,1.06,0,0%,0.21,0,41.72,0.14,0.14,0.1,-,,- - -
Niklas Tauer,"D (C), DM, M (C)",23,GER,"6'0""",72 kg,Fairly Determined,Braunschweig,£200K - £2M,6.96,0,0,-,0.26,0%,0,0.22,0.13,48.94,89%,1.03,38,3,8,25%,2.2,71%,63,24,2,1.03,8,12,4.91,2.58,53%,0,0.26,4,14.4km,0,0,1,8 (2),697,2,1,0,69.7,0,38,2,111.3km,2,20,8,8,425,379,24,17,30/6/2024,"£14,000 p/w",Right,0.13,0.52,0.11,12.91,12.78,5.29,8.13,3.1,4.91,0.11,4,-,-,-,1.03,-,-,8,-,-,-,-,-,0.03,-,0.22,Bundesliga 2,Leader,Defensive midfielder,Media-friendly,0,0.39,1.03,1.03,0.26,0,2.32,0.26,25%,1.03,0.26,54.88,0,0,0.03,-,,- - -
Tyler Goodrham,AM (RL),21,IRL,"5'7""",60 kg,Balanced,Oxford United,£300K - £3.1M,6.72,1,0,-,1.16,67%,0.77,0.36,-,24.33,80%,0.77,11,2,24,4%,1.93,91%,64,16,0,0.77,3,4,5.6,1.55,28%,0,2.7,5,13.6km,0,0,2,5 (3),466,6,0,0,58.25,4,29,1,70.2km,14,8,4,4,157,126,11,10,30/6/2026,"£2,500 p/w",Right,0.19,0.19,0.06,14.87,4.44,20.09,12.36,3.09,2.12,0.1,1,-,-,17%,0.77,-,-,4,-,-,-,-,-,0.07,-,0.36,Sky Bet Championship,Physical,Winger,Level-headed,0,0.39,0.58,4.64,0.19,0,4.06,0,4%,4.25,0.19,30.32,0,0.58,0.07,-,,- - -
Niklas Klinger,GK,29,GER,"6'2""",78 kg,Fairly Determined,VfL Wolfsburg,£16K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2024,"£3,300 p/w",Right Only,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bundesliga,Shot Stopper,Goalkeeper,Level-headed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- - -
William Klaus,D (C),30,BRA,"6'2""",79 kg,Balanced,Iraklis,£170K - £500K,6.93,0,0,-,0.33,0%,0,1.69,-,13.17,66%,-,0,0,0,-,2,100%,0,0,0,-,0,9,-,-,-,0,-,4,0.0km,1,0,0,6,540,2,0,0,90,0,0,0,0.0km,0,-,0,0,120,79,12,12,30/6/2024,"£3,000 p/w",Right Only,0,-,0.84,0,0,0,0,0,0,0,0,-,-,-,0,-,-,0,-,-,-,-,-,0.28,-,1.69,Greek Super League 2 North,Physical,Centre-back,Level-headed,0,-,0,0,0,0,-,0,-,0,0,20,0,0,0.28,-,,- - -
Alex Cairns,GK,31,ENG,"6'0""",73 kg,Fairly Professional,Leeds,£9K - £28K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2025,"£4,000 p/w",Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sky Bet Championship,Distributor,Nomadic goalkeeper,Level-headed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- - -
Nico O'Reilly,"M/AM (C), ST (C)",19,ENG,"6'0""",71 kg,Balanced,Man City,£400K - £1.2M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2024,"£3,000 p/w",Left,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,English Premier Division,Technical,Young attacking midfielder,Media-friendly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- - -
Boris Tomiak,"D (C), DM",26,GER,"6'3""",90 kg,Fairly Determined,Kaiserslautern,£210K - £2.1M,6.77,0,0,-,0.08,0%,0,0.1,-,50.49,88%,0.46,60,1,2,-,1.22,64%,53,24,1,1.37,13,19,6.18,4.65,75%,0,0.23,1,11.5km,5,0,0,13,"1,180",1,0,0,90.77,0,81,0,151.1km,3,61,18,6,751,662,25,16,30/6/2026,"£8,000 p/w",Right,0.92,0.31,0.1,6.48,11.9,3.74,4.04,1.83,4.58,0.07,4,-,-,-,0.46,-,-,6,-,-,-,-,-,0.01,-,0.1,Bundesliga 2,Leader,Powerful centre-back,Media-friendly,0,0.08,0.99,0.15,0,0,1.53,0.08,0%,0.15,0,57.28,0.53,0,0.01,-,,- - -
Jimi Tauriainen,"DM, M/AM (C)",20,FIN,"6'1""",76 kg,Balanced,Chelsea,£70K - £700K,6.5,0,0,-,-,50%,-,0.22,-,-,89%,-,1,1,0,-,-,-,3,0,0,-,0,0,-,-,-,0,-,0,-,0,0,0,0 (1),18,2,0,0,18,1,0,0,2.5km,0,-,0,0,9,8,0,-,30/6/2025,"£2,500 p/w",Left,-,-,0.11,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,-,-,-,-,-,-,-,0.22,English Premier Division,Creative,Young attacking midfielder,Level-headed,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,Wnt,- - -
Rodinei,D/WB (R),32,BRA,"5'9""",78 kg,Fairly Professional,Olympiacos,Not for Sale,7.39,0,0,-,0.44,0%,0,0.26,-,37.11,87%,0.56,41,0,9,33%,2.33,78%,55,14,0,1.33,9,16,2.78,1.22,44%,0,1.33,5,8.9km,0,0,0,9,810,4,0,0,90,0,25,3,80.0km,12,11,12,5,382,334,27,21,30/6/2026,"£20,500 p/w",Right,0.11,0.56,0.07,10.33,8.89,9.56,6.11,1.56,4.56,0.1,5,-,-,-,0.56,-,-,5,-,-,-,-,-,0.03,-,0.26,Greek Super League 1,Physical,Full-back,"Media-friendly, Reserved",0,-,1,1,0.33,0,1.56,0,33%,1,0.33,42.44,0.44,0.11,0.03,-,,- - -
Luca Itter,"D (LC), WB (L)",25,GER,"6'0""",74 kg,Balanced,Fürth,£45K - £425K,6.8,0,0,-,0.21,0%,0,0.23,-,47,90%,0.77,59,4,60,17%,1.89,73%,75,27,6,2.31,16,7,6.23,4.34,70%,0,0.98,6,11.8km,1,0,1,15,"1,285",3,0,0,85.67,0,89,13,168.0km,14,62,33,11,744,671,37,27,30/6/2024,"£7,500 p/w",Left Only,0.42,0.63,0.08,6.79,12.47,6.3,5.25,1.89,4.13,0.09,9,-,-,-,0.28,-,-,4,-,-,-,-,-,0.02,-,0.23,Bundesliga 2,Technical,Centre-back,Media-friendly,0,0.28,1.12,4.2,0.91,0,1.89,0.42,22%,1.19,0.21,52.11,0.49,0.14,0.02,-,Wnt,- - -
Paul Tschernuth,GK,22,AUT,"6'1""",84 kg,Balanced,Heidenheim,£0 - £10K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2024,"£2,500 p/w",Left Only,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bundesliga,Shot Stopper,Goalkeeper,Media-friendly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Loa,- - -
Vítězslav Jaroš,GK,23,CZE,"6'0""",76 kg,Balanced,Liverpool,£0 - £30K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2024,"£2,500 p/w",Right Only,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,English Premier Division,Shot Stopper,Goalkeeper,Level-headed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- - -
Orestis Kiomourtzoglou,"DM, M (C)",26,GRE,"6'2""",79 kg,Fairly Determined,Fürth,£35K - £350K,6.74,0,0,-,0.56,0%,0,0.34,-,42.52,85%,0.68,37,1,4,25%,2.82,81%,86,30,0,1.8,5,15,3.95,2.37,60%,0,0.56,6,13.8km,2,0,0,6 (8),798,5,0,0,57,0,35,1,122.4km,5,21,16,6,442,377,31,25,30/6/2024,"£5,750 p/w",Right,0.68,-,0.07,13.42,7.78,7.78,9.7,3.38,4.17,0.06,0,-,-,-,0.68,-,-,6,-,-,-,-,-,0.04,-,0.34,Bundesliga 2,Leader,Defensive midfielder,Level-headed,0,0.11,0.56,0.45,0.11,0,1.58,0,25%,0.45,0.11,49.85,0.45,0.23,0.04,-,,- - -
Brendan Chardonnet,D (C),29,FRA,"6'0""",80 kg,Fairly Loyal,Brest,£230K - £2.3M,6.74,0,0,-,0.51,0%,0,0.42,-,51.1,94%,0.26,51,0,3,33%,1.36,73%,36,13,5,1.62,14,7,7.25,5.46,75%,0,-,8,11.1km,2,1,0,12,"1,055",6,0,0,87.92,0,85,1,130.3km,0,64,19,3,636,599,22,16,30/6/2024,"£12,000 p/w",Right,0.68,0.43,0.07,5.03,11,4.35,3.07,1.11,4.35,0.01,5,-,-,-,0.26,-,-,3,-,-,-,-,-,0.04,-,0.42,Ligue 1 Uber Eats,Physical,Centre-back,Level-headed,0,-,1.19,0.26,0.09,0,1.79,0.43,33%,0.26,0.09,54.26,0.85,0.17,0.04,-,Wnt,- - -
Jesper Verlaat,D (C),28,NED,"6'4""",89 kg,Spirited,1860 München,£60K - £600K,6.75,0,0,-,0.37,0%,0,0.67,-,48.8,88%,0.07,45,0,0,-,1.11,83%,46,16,2,2.07,21,9,7.6,4.95,65%,0,-,8,10.6km,0,0,1,14,"1,219",5,0,0,87.07,0,103,0,144.2km,0,67,28,1,754,661,18,15,30/6/2025,"£2,900 p/w",Right,1.26,0.44,0.13,4.8,14.47,3.32,3.4,1.18,3.32,0,6,-,-,-,0.07,-,-,1,-,-,-,-,-,0.05,-,0.67,3. Liga,Physical,Centre-back,Unflappable,0,-,1.55,0,0,0,2.66,0.15,-,0,0,55.67,1.33,0.22,0.05,-,,- - -
Kyle Naughton,D (RC),35,ENG,"5'11""",73 kg,Fairly Professional,Swansea,£35K - £100K,6.75,0,0,-,0.25,0%,0,0.25,-,47.12,92%,0.25,53,1,8,12%,2.2,90%,63,21,3,1.36,11,9,6.61,2.46,37%,0,0.51,6,11.4km,1,0,0,12,"1,062",3,0,0,88.5,0,78,1,135.0km,6,29,16,3,604,556,29,26,30/6/2024,"£11,000 p/w",Right,0.68,0.42,0.08,6.95,10.76,6.95,5.34,1.78,4.49,0.04,5,-,-,-,0.25,-,-,3,-,-,-,-,-,0.02,-,0.25,Sky Bet Championship,Technical,Veteran full-back,Reserved,0,0.08,0.93,0.68,0.08,0,4.15,0.25,13%,0.68,0.08,51.19,0.42,0.08,0.02,-,,- - -
Matthew Craig,"D (C), DM, M (C)",21,SCO,"5'11""",75 kg,Balanced,Barnsley,£14K - £130K,6.65,0,0,-,0.57,100%,0.57,0,0.57,41.27,94%,0.57,6,1,1,-,2.87,100%,19,5,0,1.15,0,2,8.03,1.15,14%,0,0.57,2,11.6km,1,0,0,1 (2),157,1,1,0,52.33,1,14,0,20.2km,1,2,2,1,77,72,5,5,30/6/2024,"£3,000 p/w",Right,0,2.29,0,9.75,14.33,9.75,10.89,2.87,3.44,0.53,4,-,-,-,0.57,-,-,1,-,-,-,-,-,0,-,0,Sky Bet League One,Intelligent,Midfielder,Media-friendly,0,0.57,0,0.57,0,0,6.88,0,0%,0.57,0,44.14,0,0,0,-,,- - -
Renzo Saravia,D/WB (R),31,ARG,"5'10""",74 kg,Balanced,ATM,£230K - £2.3M,6.71,0,0,-,0.04,0%,0,0.1,0.12,28.36,84%,0.82,91,3,130,10%,2.51,79%,276,65,3,3.13,22,27,4,2.43,61%,0,2.6,29,12.7km,2,0,3,23 (13),"2,183",1,3,0,60.64,0,97,13,308.9km,63,59,76,20,818,688,77,61,31/12/2024,"£11,750 p/w",Right,0.25,0.82,0.1,15.5,11.54,14.59,11.38,2.68,3.75,0.16,20,-,-,-,0.82,-,-,20,-,-,-,-,-,0,-,0.1,Brazilian National First Division,Technical,Full-back,Media-friendly,0,0.12,0.91,5.36,0.54,0,1.57,0.12,10%,5.36,0.54,33.72,0.62,0.04,0,-,Inj,- - -
Hugo Magnetti,"DM, M (C)",26,FRA,"5'8""",74 kg,Fairly Loyal,Brest,£4.2M - £7.8M,6.68,0,0,-,0.51,0%,0,0.51,0.08,35.95,87%,1.35,43,3,14,14%,3.05,86%,132,38,2,1.69,13,21,3.98,1.44,36%,0,0.59,15,12.7km,2,1,2,13 (1),"1,064",6,1,0,76,0,47,2,150.1km,7,17,20,16,488,425,42,36,30/6/2026,"£12,000 p/w",Right,0.17,0.25,0.09,10.32,9.64,15.56,11.17,3.21,3.64,0.1,3,-,-,-,1.35,-,-,16,-,-,-,-,-,0.04,-,0.51,Ligue 1 Uber Eats,Technical,Midfielder,Level-headed,0,0.25,1.1,1.18,0.17,0,2.54,0.17,14%,1.18,0.17,41.28,0,0.08,0.04,-,,- - -
Josh Ruffels,"D/WB (L), M (C)",31,ENG,"5'10""",75 kg,Fairly Professional,Huddersfield,£55K,6.78,0,0,-,0.7,0%,0,0.04,-,35.51,94%,1.41,13,0,20,16%,2.11,75%,40,11,0,3.52,2,1,6.33,3.16,50%,0,1.41,3,13.9km,0,0,0,2 (5),256,2,0,0,36.57,0,18,4,39.4km,4,9,10,4,108,101,8,6,30/6/2024,"£4,500 p/w",Left,1.05,0.35,0.02,18.28,10.55,10.55,14.06,3.87,4.57,0.06,1,-,-,-,1.05,-,-,3,-,-,-,-,-,0.01,-,0.04,Sky Bet League One,Physical,Full-back,Reserved,0,-,0.7,7.03,1.41,0,3.16,0,20%,6.33,1.05,37.97,0,0.35,0.01,-,Wnt,- - -
Nick Lima,D/WB (RL),29,USA,"5'8""",79 kg,Balanced,New England,£150K - £1.5M,7.14,1,0,-,0.38,0%,0,0.83,-,23.83,79%,0.25,35,0,17,-,2.16,87%,51,11,1,1.02,4,22,1.46,0.89,61%,0,0.83,15,4.8km,2,0,0,16,"1,416",6,0,0,88.5,0,23,1,74.8km,13,14,16,4,473,375,39,34,31/12/2023,"£5,750 p/w",Right,0.13,0.32,0.14,5.91,4.32,6.23,3.24,0.7,2.22,0.14,5,-,-,17%,0.25,-,-,4,-,-,-,-,-,0.05,-,0.83,Major League Soccer,Technical,Full-back,Level-headed,0,-,0.25,1.08,0.06,0,0.57,0.06,6%,0.57,0,30.06,0.19,0,0.05,-,,- - -
